Veículo;SS;Tipo de tempo;Horário;Obs
300;2;PR;14:46:01;Ocorrência de excesso de velocidade (115.34km/h) em ZVC.
300;2;PR;14:46:02;Ocorrência de excesso de velocidade (108.77km/h) em ZVC.
300;2;PR;14:46:03;Ocorrência de excesso de velocidade (101.11km/h) em ZVC.
300;2;PR;14:46:04;Ocorrência de excesso de velocidade (95.4km/h) em ZVC.
300;2;PR;14:46:05;Ocorrência de excesso de velocidade (87.99km/h) em ZVC.
300;2;PR;14:46:06;Ocorrência de excesso de velocidade (91.01km/h) em ZVC.
300;2;PR;14:46:07;Ocorrência de excesso de velocidade (89.79km/h) em ZVC.
300;2;PR;14:46:08;Ocorrência de excesso de velocidade (86.26km/h) em ZVC.
300;2;PR;14:46:09;Ocorrência de excesso de velocidade (86.87km/h) em ZVC.
300;2;PR;14:46:10;Ocorrência de excesso de velocidade (88.1km/h) em ZVC.
300;2;PR;14:46:11;Ocorrência de excesso de velocidade (88.33km/h) em ZVC.
300;2;PR;14:46:12;Ocorrência de excesso de velocidade (91.39km/h) em ZVC.
300;2;PR;14:46:13;Ocorrência de excesso de velocidade (93.07km/h) em ZVC.
300;2;PR;14:46:14;Ocorrência de excesso de velocidade (94.54km/h) em ZVC.
300;2;PR;14:46:15;Ocorrência de excesso de velocidade (90.16km/h) em ZVC.
300;2;PR;14:46:16;Ocorrência de excesso de velocidade (87.72km/h) em ZVC.
300;2;PR;14:46:17;Ocorrência de excesso de velocidade (85.32km/h) em ZVC.
300;2;PR;14:46:18;Ocorrência de excesso de velocidade (84.73km/h) em ZVC.
300;2;PR;14:46:19;Ocorrência de excesso de velocidade (75.72km/h) em ZVC.
300;2;PR;14:46:26;Ocorrência de excesso de velocidade (73.48km/h) em ZVC.
300;2;PR;14:46:27;Ocorrência de excesso de velocidade (70.26km/h) em ZVC.
300;2;PR;14:46:28;Ocorrência de excesso de velocidade (71.65km/h) em ZVC.
300;2;PR;14:46:29;Ocorrência de excesso de velocidade (76.09km/h) em ZVC.
300;2;PR;14:46:30;Ocorrência de excesso de velocidade (80.53km/h) em ZVC.
300;2;PR;14:46:31;Ocorrência de excesso de velocidade (85.92km/h) em ZVC.
300;2;PR;14:46:32;Ocorrência de excesso de velocidade (90.5km/h) em ZVC.
300;2;PR;14:46:33;Ocorrência de excesso de velocidade (90.5km/h) em ZVC.
300;2;PR;14:46:34;Ocorrência de excesso de velocidade (90.65km/h) em ZVC.
300;2;PR;14:46:35;Ocorrência de excesso de velocidade (90.36km/h) em ZVC.
300;2;PR;14:46:36;Ocorrência de excesso de velocidade (88.97km/h) em ZVC.
300;2;PR;14:46:37;Ocorrência de excesso de velocidade (86.21km/h) em ZVC.
300;2;PR;14:46:38;Ocorrência de excesso de velocidade (76.73km/h) em ZVC.
300;2;PR;14:46:39;Ocorrência de excesso de velocidade (68.93km/h) em ZVC.
300;2;PR;14:46:40;Ocorrência de excesso de velocidade (70.41km/h) em ZVC.
300;2;PR;14:46:41;Ocorrência de excesso de velocidade (74.42km/h) em ZVC.
300;2;PR;14:46:42;Ocorrência de excesso de velocidade (79.6km/h) em ZVC.
300;2;PR;14:46:43;Ocorrência de excesso de velocidade (81km/h) em ZVC.
300;2;PR;14:46:44;Ocorrência de excesso de velocidade (82.58km/h) em ZVC.
300;2;PR;14:46:45;Ocorrência de excesso de velocidade (83.9km/h) em ZVC.
300;2;PR;14:46:46;Ocorrência de excesso de velocidade (82.11km/h) em ZVC.
300;2;PR;14:46:47;Ocorrência de excesso de velocidade (82.77km/h) em ZVC.
300;2;PR;14:46:48;Ocorrência de excesso de velocidade (80.72km/h) em ZVC.
300;2;PR;14:46:49;Ocorrência de excesso de velocidade (76.9km/h) em ZVC.
300;2;PR;14:46:50;Ocorrência de excesso de velocidade (74.38km/h) em ZVC.
300;2;PR;14:46:51;Ocorrência de excesso de velocidade (74.1km/h) em ZVC.
300;2;PR;14:46:52;Ocorrência de excesso de velocidade (75.12km/h) em ZVC.
300;2;PR;14:46:53;Ocorrência de excesso de velocidade (75.72km/h) em ZVC.
300;2;PR;14:46:54;Ocorrência de excesso de velocidade (76.54km/h) em ZVC.
300;2;PR;14:46:55;Ocorrência de excesso de velocidade (77.63km/h) em ZVC.
300;2;PR;14:46:56;Ocorrência de excesso de velocidade (84.98km/h) em ZVC.
300;2;PR;14:46:57;Ocorrência de excesso de velocidade (89.05km/h) em ZVC.
300;2;PR;14:46:58;Ocorrência de excesso de velocidade (92.88km/h) em ZVC.
300;2;PR;14:46:59;Ocorrência de excesso de velocidade (100.1km/h) em ZVC.
300;2;PR;14:47:00;Ocorrência de excesso de velocidade (99.39km/h) em ZVC.
300;2;PR;14:47:01;Ocorrência de excesso de velocidade (100.82km/h) em ZVC.
300;2;PR;14:47:02;Ocorrência de excesso de velocidade (102.89km/h) em ZVC.
300;2;PR;14:47:03;Ocorrência de excesso de velocidade (106.48km/h) em ZVC.
300;2;PR;14:47:04;Ocorrência de excesso de velocidade (108.44km/h) em ZVC.
300;2;PR;14:47:05;Ocorrência de excesso de velocidade (101.71km/h) em ZVC.
300;2;PR;14:47:06;Ocorrência de excesso de velocidade (91.03km/h) em ZVC.
300;2;PR;14:47:07;Ocorrência de excesso de velocidade (87.99km/h) em ZVC.
300;2;PR;14:47:08;Ocorrência de excesso de velocidade (90.04km/h) em ZVC.
300;2;PR;14:47:09;Ocorrência de excesso de velocidade (90.65km/h) em ZVC.
300;2;PR;14:47:10;Ocorrência de excesso de velocidade (94.56km/h) em ZVC.
300;2;PR;14:47:11;Ocorrência de excesso de velocidade (99.39km/h) em ZVC.
300;2;PR;14:47:12;Ocorrência de excesso de velocidade (103.69km/h) em ZVC.
300;2;PR;14:47:13;Ocorrência de excesso de velocidade (102.99km/h) em ZVC.
300;2;PR;14:47:14;Ocorrência de excesso de velocidade (106.25km/h) em ZVC.
300;2;PR;14:47:15;Ocorrência de excesso de velocidade (108.16km/h) em ZVC.
300;2;PR;14:47:16;Ocorrência de excesso de velocidade (110.41km/h) em ZVC.
300;2;PR;14:47:17;Ocorrência de excesso de velocidade (113.36km/h) em ZVC.
300;2;PR;14:47:18;Ocorrência de excesso de velocidade (115.15km/h) em ZVC.
300;2;PR;14:47:19;Ocorrência de excesso de velocidade (118.69km/h) em ZVC.
300;2;PR;14:47:20;Ocorrência de excesso de velocidade (119.43km/h) em ZVC.
300;2;PR;14:47:21;Ocorrência de excesso de velocidade (120.74km/h) em ZVC.
300;2;PR;14:47:22;Ocorrência de excesso de velocidade (122.24km/h) em ZVC.
300;2;PR;14:47:23;Ocorrência de excesso de velocidade (123.98km/h) em ZVC.
300;2;PR;14:47:24;Ocorrência de excesso de velocidade (125.25km/h) em ZVC.
300;2;PR;14:47:25;Ocorrência de excesso de velocidade (126.01km/h) em ZVC.
300;2;PR;14:47:26;Ocorrência de excesso de velocidade (121.69km/h) em ZVC.
300;2;PR;14:47:27;Ocorrência de excesso de velocidade (116.05km/h) em ZVC.
300;2;PR;14:47:28;Ocorrência de excesso de velocidade (106.17km/h) em ZVC.
300;2;PR;14:47:29;Ocorrência de excesso de velocidade (93.32km/h) em ZVC.
300;2;PR;14:47:30;Ocorrência de excesso de velocidade (78.69km/h) em ZVC.
300;2;PR;14:47:40;Ocorrência de excesso de velocidade (69.21km/h) em ZVC.
300;2;PR;14:47:41;Ocorrência de excesso de velocidade (74.73km/h) em ZVC.
300;2;PR;14:47:42;Ocorrência de excesso de velocidade (80.39km/h) em ZVC.
300;2;PR;14:47:43;Ocorrência de excesso de velocidade (80.46km/h) em ZVC.
300;2;PR;14:47:44;Ocorrência de excesso de velocidade (84.62km/h) em ZVC.
300;2;PR;14:47:45;Ocorrência de excesso de velocidade (86.19km/h) em ZVC.
300;2;PR;14:47:46;Ocorrência de excesso de velocidade (93.05km/h) em ZVC.
300;2;PR;14:47:47;Ocorrência de excesso de velocidade (90.28km/h) em ZVC.
300;2;PR;14:47:48;Ocorrência de excesso de velocidade (91.81km/h) em ZVC.
300;2;PR;14:47:49;Ocorrência de excesso de velocidade (96.03km/h) em ZVC.
300;2;PR;14:47:50;Ocorrência de excesso de velocidade (93.33km/h) em ZVC.
300;2;PR;14:47:51;Ocorrência de excesso de velocidade (94.68km/h) em ZVC.
300;2;PR;14:47:52;Ocorrência de excesso de velocidade (96.14km/h) em ZVC.
300;2;PR;14:47:53;Ocorrência de excesso de velocidade (96.14km/h) em ZVC.
300;2;PR;14:47:54;Ocorrência de excesso de velocidade (93.4km/h) em ZVC.
300;2;PR;14:47:55;Ocorrência de excesso de velocidade (93.4km/h) em ZVC.
300;2;PR;14:47:56;Ocorrência de excesso de velocidade (93.47km/h) em ZVC.
300;2;PR;14:47:57;Ocorrência de excesso de velocidade (93.33km/h) em ZVC.
300;2;PR;14:47:58;Ocorrência de excesso de velocidade (91.93km/h) em ZVC.
300;2;PR;14:47:59;Ocorrência de excesso de velocidade (94.87km/h) em ZVC.
300;2;PR;14:48:00;Ocorrência de excesso de velocidade (97.55km/h) em ZVC.
300;2;PR;14:48:01;Ocorrência de excesso de velocidade (99.01km/h) em ZVC.
300;2;PR;14:48:02;Ocorrência de excesso de velocidade (99.01km/h) em ZVC.
300;2;PR;14:48:03;Ocorrência de excesso de velocidade (96.08km/h) em ZVC.
300;2;PR;14:48:04;Ocorrência de excesso de velocidade (97.61km/h) em ZVC.
300;2;PR;14:48:05;Ocorrência de excesso de velocidade (96.14km/h) em ZVC.
300;2;PR;14:48:06;Ocorrência de excesso de velocidade (93.27km/h) em ZVC.
300;2;PR;14:48:07;Ocorrência de excesso de velocidade (91.87km/h) em ZVC.
300;2;PR;14:48:08;Ocorrência de excesso de velocidade (93.33km/h) em ZVC.
300;2;PR;14:48:09;Ocorrência de excesso de velocidade (94.68km/h) em ZVC.
300;2;PR;14:48:10;Ocorrência de excesso de velocidade (93.33km/h) em ZVC.
300;2;PR;14:48:11;Ocorrência de excesso de velocidade (93.22km/h) em ZVC.
300;2;PR;14:48:12;Ocorrência de excesso de velocidade (93.33km/h) em ZVC.
300;2;PR;14:48:13;Ocorrência de excesso de velocidade (97.49km/h) em ZVC.
300;2;PR;14:48:14;Ocorrência de excesso de velocidade (98.95km/h) em ZVC.
300;2;PR;14:48:15;Ocorrência de excesso de velocidade (100.36km/h) em ZVC.
300;2;PR;14:48:16;Ocorrência de excesso de velocidade (100.56km/h) em ZVC.
300;2;PR;14:48:17;Ocorrência de excesso de velocidade (100.48km/h) em ZVC.
300;2;PR;14:48:18;Ocorrência de excesso de velocidade (101.89km/h) em ZVC.
300;2;PR;14:48:19;Ocorrência de excesso de velocidade (101.76km/h) em ZVC.
300;2;PR;14:48:20;Ocorrência de excesso de velocidade (104.63km/h) em ZVC.
300;2;PR;14:48:21;Ocorrência de excesso de velocidade (106.24km/h) em ZVC.
300;2;PR;14:48:22;Ocorrência de excesso de velocidade (107.33km/h) em ZVC.
300;2;PR;14:48:23;Ocorrência de excesso de velocidade (110.1km/h) em ZVC.
300;2;PR;14:48:24;Ocorrência de excesso de velocidade (113.01km/h) em ZVC.
300;2;PR;14:48:25;Ocorrência de excesso de velocidade (113.01km/h) em ZVC.
300;2;PR;14:48:26;Ocorrência de excesso de velocidade (110.25km/h) em ZVC.
300;2;PR;14:48:27;Ocorrência de excesso de velocidade (110.2km/h) em ZVC.
300;2;PR;14:48:28;Ocorrência de excesso de velocidade (110.45km/h) em ZVC.
300;2;PR;14:48:29;Ocorrência de excesso de velocidade (111.78km/h) em ZVC.
300;2;PR;14:48:30;Ocorrência de excesso de velocidade (114.53km/h) em ZVC.
300;2;PR;14:48:31;Ocorrência de excesso de velocidade (116.14km/h) em ZVC.
300;2;PR;14:48:32;Ocorrência de excesso de velocidade (117.47km/h) em ZVC.
300;2;PR;14:48:33;Ocorrência de excesso de velocidade (117.47km/h) em ZVC.
300;2;PR;14:48:34;Ocorrência de excesso de velocidade (121.75km/h) em ZVC.
300;2;PR;14:48:35;Ocorrência de excesso de velocidade (120.15km/h) em ZVC.
300;2;PR;14:48:36;Ocorrência de excesso de velocidade (120.27km/h) em ZVC.
300;2;PR;14:48:37;Ocorrência de excesso de velocidade (121.75km/h) em ZVC.
300;2;PR;14:48:38;Ocorrência de excesso de velocidade (124.55km/h) em ZVC.
300;2;PR;14:48:39;Ocorrência de excesso de velocidade (125.89km/h) em ZVC.
300;2;PR;14:48:40;Ocorrência de excesso de velocidade (124.36km/h) em ZVC.
300;2;PR;14:48:41;Ocorrência de excesso de velocidade (127.23km/h) em ZVC.
300;2;PR;14:48:42;Ocorrência de excesso de velocidade (127.23km/h) em ZVC.
300;2;PR;14:48:43;Ocorrência de excesso de velocidade (125.83km/h) em ZVC.
300;2;PR;14:48:44;Ocorrência de excesso de velocidade (122.81km/h) em ZVC.
300;2;PR;14:48:45;Ocorrência de excesso de velocidade (120.27km/h) em ZVC.
300;2;PR;14:48:46;Ocorrência de excesso de velocidade (115.93km/h) em ZVC.
300;2;PR;14:48:47;Ocorrência de excesso de velocidade (112.96km/h) em ZVC.
300;2;PR;14:48:48;Ocorrência de excesso de velocidade (105.88km/h) em ZVC.
300;2;PR;14:48:49;Ocorrência de excesso de velocidade (97.36km/h) em ZVC.
300;2;PR;14:48:50;Ocorrência de excesso de velocidade (90.41km/h) em ZVC.
300;2;PR;14:48:51;Ocorrência de excesso de velocidade (87.59km/h) em ZVC.
300;2;PR;14:48:52;Ocorrência de excesso de velocidade (83.44km/h) em ZVC.
300;2;PR;14:48:53;Ocorrência de excesso de velocidade (67.72km/h) em ZVC.
300;2;PR;14:49:03;Ocorrência de excesso de velocidade (67.72km/h) em ZVC.
300;2;PR;14:49:04;Ocorrência de excesso de velocidade (68.67km/h) em ZVC.
300;2;PR;14:49:05;Ocorrência de excesso de velocidade (72.65km/h) em ZVC.
300;2;PR;14:49:06;Ocorrência de excesso de velocidade (68.67km/h) em ZVC.
300;2;PR;14:49:22;Ocorrência de excesso de velocidade (67.69km/h) em ZVC.
300;2;PR;14:49:23;Ocorrência de excesso de velocidade (69.33km/h) em ZVC.
300;2;PR;14:49:24;Ocorrência de excesso de velocidade (73.54km/h) em ZVC.
300;2;PR;14:49:25;Ocorrência de excesso de velocidade (77.53km/h) em ZVC.
300;2;PR;14:49:26;Ocorrência de excesso de velocidade (79.1km/h) em ZVC.
300;2;PR;14:49:27;Ocorrência de excesso de velocidade (82.89km/h) em ZVC.
300;2;PR;14:49:28;Ocorrência de excesso de velocidade (86.52km/h) em ZVC.
300;2;PR;14:49:29;Ocorrência de excesso de velocidade (88.59km/h) em ZVC.
300;2;PR;14:49:30;Ocorrência de excesso de velocidade (86.25km/h) em ZVC.
300;2;PR;14:49:31;Ocorrência de excesso de velocidade (85.32km/h) em ZVC.
300;2;PR;14:49:32;Ocorrência de excesso de velocidade (83.02km/h) em ZVC.
300;2;PR;14:49:33;Ocorrência de excesso de velocidade (79.22km/h) em ZVC.
300;2;PR;14:49:34;Ocorrência de excesso de velocidade (81.75km/h) em ZVC.
300;2;PR;14:49:35;Ocorrência de excesso de velocidade (84.59km/h) em ZVC.
300;2;PR;14:49:36;Ocorrência de excesso de velocidade (87.41km/h) em ZVC.
300;2;PR;14:49:37;Ocorrência de excesso de velocidade (88.79km/h) em ZVC.
300;2;PR;14:49:38;Ocorrência de excesso de velocidade (91.61km/h) em ZVC.
300;2;PR;14:49:39;Ocorrência de excesso de velocidade (87.43km/h) em ZVC.
300;2;PR;14:49:40;Ocorrência de excesso de velocidade (85.06km/h) em ZVC.
300;2;PR;14:49:41;Ocorrência de excesso de velocidade (85.8km/h) em ZVC.
300;2;PR;14:49:42;Ocorrência de excesso de velocidade (84.89km/h) em ZVC.
300;2;PR;14:49:43;Ocorrência de excesso de velocidade (89.4km/h) em ZVC.
300;2;PR;14:49:44;Ocorrência de excesso de velocidade (91.83km/h) em ZVC.
300;2;PR;14:49:45;Ocorrência de excesso de velocidade (92.52km/h) em ZVC.
300;2;PR;14:49:46;Ocorrência de excesso de velocidade (95.65km/h) em ZVC.
300;2;PR;14:49:47;Ocorrência de excesso de velocidade (101.11km/h) em ZVC.
300;2;PR;14:49:48;Ocorrência de excesso de velocidade (99.95km/h) em ZVC.
300;2;PR;14:49:49;Ocorrência de excesso de velocidade (102.62km/h) em ZVC.
300;2;PR;14:49:50;Ocorrência de excesso de velocidade (102.4km/h) em ZVC.
300;2;PR;14:49:51;Ocorrência de excesso de velocidade (103.8km/h) em ZVC.
300;2;PR;14:49:52;Ocorrência de excesso de velocidade (104.12km/h) em ZVC.
300;2;PR;14:49:53;Ocorrência de excesso de velocidade (104.01km/h) em ZVC.
300;2;PR;14:49:54;Ocorrência de excesso de velocidade (105.64km/h) em ZVC.
300;2;PR;14:49:55;Ocorrência de excesso de velocidade (97.68km/h) em ZVC.
300;2;PR;14:49:56;Ocorrência de excesso de velocidade (85.97km/h) em ZVC.
300;2;PR;14:49:57;Ocorrência de excesso de velocidade (75.01km/h) em ZVC.
300;2;PR;14:49:58;Ocorrência de excesso de velocidade (68km/h) em ZVC.
300;2;PR;14:50:02;Ocorrência de excesso de velocidade (68.42km/h) em ZVC.
300;2;PR;14:50:03;Ocorrência de excesso de velocidade (70.11km/h) em ZVC.
300;2;PR;14:50:04;Ocorrência de excesso de velocidade (72.13km/h) em ZVC.
300;2;PR;14:50:37;Ocorrência de excesso de velocidade (69.43km/h) em ZVC.
300;2;PR;14:50:38;Ocorrência de excesso de velocidade (72.96km/h) em ZVC.
300;2;PR;14:50:39;Ocorrência de excesso de velocidade (80.34km/h) em ZVC.
300;2;PR;14:50:40;Ocorrência de excesso de velocidade (82.21km/h) em ZVC.
300;2;PR;14:50:41;Ocorrência de excesso de velocidade (88.09km/h) em ZVC.
300;2;PR;14:50:42;Ocorrência de excesso de velocidade (90.28km/h) em ZVC.
300;2;PR;14:50:43;Ocorrência de excesso de velocidade (86.27km/h) em ZVC.
300;2;PR;14:50:44;Ocorrência de excesso de velocidade (80.75km/h) em ZVC.
300;2;PR;14:50:45;Ocorrência de excesso de velocidade (71.92km/h) em ZVC.
300;2;PR;14:50:46;Ocorrência de excesso de velocidade (72.63km/h) em ZVC.
300;2;PR;14:50:47;Ocorrência de excesso de velocidade (76.2km/h) em ZVC.
300;2;PR;14:50:48;Ocorrência de excesso de velocidade (79.75km/h) em ZVC.
300;2;PR;14:50:49;Ocorrência de excesso de velocidade (84.4km/h) em ZVC.
300;2;PR;14:50:50;Ocorrência de excesso de velocidade (89.58km/h) em ZVC.
300;2;PR;14:50:51;Ocorrência de excesso de velocidade (89.07km/h) em ZVC.
300;2;PR;14:50:52;Ocorrência de excesso de velocidade (91.69km/h) em ZVC.
300;2;PR;14:50:53;Ocorrência de excesso de velocidade (87.79km/h) em ZVC.
300;2;PR;14:50:54;Ocorrência de excesso de velocidade (80.06km/h) em ZVC.
300;2;PR;14:50:55;Ocorrência de excesso de velocidade (82.11km/h) em ZVC.
300;2;PR;14:50:56;Ocorrência de excesso de velocidade (85.49km/h) em ZVC.
300;2;PR;14:50:57;Ocorrência de excesso de velocidade (87.78km/h) em ZVC.
300;2;PR;14:50:58;Ocorrência de excesso de velocidade (88.51km/h) em ZVC.
300;2;PR;14:50:59;Ocorrência de excesso de velocidade (88.08km/h) em ZVC.
300;2;PR;14:51:00;Ocorrência de excesso de velocidade (88.51km/h) em ZVC.
300;2;PR;14:51:01;Ocorrência de excesso de velocidade (86.83km/h) em ZVC.
300;2;PR;14:51:02;Ocorrência de excesso de velocidade (86.83km/h) em ZVC.
300;2;PR;14:51:03;Ocorrência de excesso de velocidade (80.44km/h) em ZVC.
300;2;PR;14:51:04;Ocorrência de excesso de velocidade (78.48km/h) em ZVC.
300;2;PR;14:51:05;Ocorrência de excesso de velocidade (77.24km/h) em ZVC.
300;2;PR;14:51:11;Ocorrência de excesso de velocidade (69.73km/h) em ZVC.
300;2;PR;14:51:12;Ocorrência de excesso de velocidade (76.18km/h) em ZVC.
300;2;PR;14:51:13;Ocorrência de excesso de velocidade (78.74km/h) em ZVC.
300;2;PR;14:51:14;Ocorrência de excesso de velocidade (82.19km/h) em ZVC.
300;2;PR;14:51:15;Ocorrência de excesso de velocidade (86.03km/h) em ZVC.
300;2;PR;14:51:16;Ocorrência de excesso de velocidade (88.94km/h) em ZVC.
300;2;PR;14:51:17;Ocorrência de excesso de velocidade (92.63km/h) em ZVC.
300;2;PR;14:51:18;Ocorrência de excesso de velocidade (93.68km/h) em ZVC.
300;2;PR;14:51:19;Ocorrência de excesso de velocidade (94.7km/h) em ZVC.
300;2;PR;14:51:20;Ocorrência de excesso de velocidade (94.91km/h) em ZVC.
300;2;PR;14:51:21;Ocorrência de excesso de velocidade (91km/h) em ZVC.
300;2;PR;14:51:22;Ocorrência de excesso de velocidade (87.72km/h) em ZVC.
300;2;PR;14:51:23;Ocorrência de excesso de velocidade (87.12km/h) em ZVC.
300;2;PR;14:51:24;Ocorrência de excesso de velocidade (87.46km/h) em ZVC.
300;2;PR;14:51:25;Ocorrência de excesso de velocidade (91.43km/h) em ZVC.
300;2;PR;14:51:26;Ocorrência de excesso de velocidade (89.21km/h) em ZVC.
300;2;PR;14:51:27;Ocorrência de excesso de velocidade (87.84km/h) em ZVC.
300;2;PR;14:51:28;Ocorrência de excesso de velocidade (90.87km/h) em ZVC.
300;2;PR;14:51:29;Ocorrência de excesso de velocidade (89.19km/h) em ZVC.
300;2;PR;14:51:30;Ocorrência de excesso de velocidade (91.03km/h) em ZVC.
300;2;PR;14:51:31;Ocorrência de excesso de velocidade (91.54km/h) em ZVC.
300;2;PR;14:51:32;Ocorrência de excesso de velocidade (98.46km/h) em ZVC.
300;2;PR;14:51:33;Ocorrência de excesso de velocidade (96.76km/h) em ZVC.
300;2;PR;14:51:34;Ocorrência de excesso de velocidade (98.36km/h) em ZVC.
300;2;PR;14:51:35;Ocorrência de excesso de velocidade (89.78km/h) em ZVC.
300;2;PR;14:51:36;Ocorrência de excesso de velocidade (77.68km/h) em ZVC.
300;2;PR;14:51:37;Ocorrência de excesso de velocidade (73.72km/h) em ZVC.
300;2;PR;14:51:38;Ocorrência de excesso de velocidade (73.59km/h) em ZVC.
300;2;PR;14:51:39;Ocorrência de excesso de velocidade (74.83km/h) em ZVC.
300;2;PR;14:51:40;Ocorrência de excesso de velocidade (69.84km/h) em ZVC.
300;2;PR;14:51:41;Ocorrência de excesso de velocidade (70.71km/h) em ZVC.
300;2;PR;14:51:42;Ocorrência de excesso de velocidade (75.91km/h) em ZVC.
300;2;PR;14:51:43;Ocorrência de excesso de velocidade (78.12km/h) em ZVC.
300;2;PR;14:51:44;Ocorrência de excesso de velocidade (80.61km/h) em ZVC.
300;2;PR;14:51:45;Ocorrência de excesso de velocidade (84.11km/h) em ZVC.
300;2;PR;14:51:46;Ocorrência de excesso de velocidade (84.68km/h) em ZVC.
300;2;PR;14:51:47;Ocorrência de excesso de velocidade (75.43km/h) em ZVC.
300;2;PR;14:52:30;Ocorrência de excesso de velocidade (69.15km/h) em ZVC.
300;2;PR;14:52:31;Ocorrência de excesso de velocidade (71.16km/h) em ZVC.
300;2;PR;14:52:32;Ocorrência de excesso de velocidade (70.49km/h) em ZVC.
300;2;PR;14:53:03;Ocorrência de excesso de velocidade (67.52km/h) em ZVC.
300;2;PR;14:53:04;Ocorrência de excesso de velocidade (72.86km/h) em ZVC.
300;2;PR;14:53:05;Ocorrência de excesso de velocidade (73.73km/h) em ZVC.
300;2;PR;14:53:06;Ocorrência de excesso de velocidade (78.73km/h) em ZVC.
300;2;PR;14:53:07;Ocorrência de excesso de velocidade (81.59km/h) em ZVC.
300;2;PR;14:53:08;Ocorrência de excesso de velocidade (83.53km/h) em ZVC.
300;2;PR;14:53:09;Ocorrência de excesso de velocidade (87.79km/h) em ZVC.
300;2;PR;14:53:10;Ocorrência de excesso de velocidade (89.27km/h) em ZVC.
300;2;PR;14:53:11;Ocorrência de excesso de velocidade (89.6km/h) em ZVC.
300;2;PR;14:53:12;Ocorrência de excesso de velocidade (94.75km/h) em ZVC.
300;2;PR;14:53:13;Ocorrência de excesso de velocidade (96.44km/h) em ZVC.
300;2;PR;14:53:14;Ocorrência de excesso de velocidade (97.28km/h) em ZVC.
300;2;PR;14:53:15;Ocorrência de excesso de velocidade (96.63km/h) em ZVC.
300;2;PR;14:53:16;Ocorrência de excesso de velocidade (95.7km/h) em ZVC.
300;2;PR;14:53:17;Ocorrência de excesso de velocidade (91.42km/h) em ZVC.
300;2;PR;14:53:18;Ocorrência de excesso de velocidade (88.03km/h) em ZVC.
300;2;PR;14:53:19;Ocorrência de excesso de velocidade (84.51km/h) em ZVC.
300;2;PR;14:53:20;Ocorrência de excesso de velocidade (78.82km/h) em ZVC.
300;2;PR;14:53:21;Ocorrência de excesso de velocidade (71.18km/h) em ZVC.
300;2;PR;14:53:25;Ocorrência de excesso de velocidade (73.18km/h) em ZVC.
300;2;PR;14:53:26;Ocorrência de excesso de velocidade (75.94km/h) em ZVC.
300;2;PR;14:53:27;Ocorrência de excesso de velocidade (73.29km/h) em ZVC.
300;2;PR;14:53:28;Ocorrência de excesso de velocidade (70.51km/h) em ZVC.
300;2;PR;14:53:29;Ocorrência de excesso de velocidade (72.16km/h) em ZVC.
300;2;PR;14:53:30;Ocorrência de excesso de velocidade (75.79km/h) em ZVC.
300;2;PR;14:53:31;Ocorrência de excesso de velocidade (78.71km/h) em ZVC.
300;2;PR;14:53:32;Ocorrência de excesso de velocidade (82km/h) em ZVC.
300;2;PR;14:53:33;Ocorrência de excesso de velocidade (85.96km/h) em ZVC.
300;2;PR;14:53:34;Ocorrência de excesso de velocidade (86.32km/h) em ZVC.
300;2;PR;14:53:35;Ocorrência de excesso de velocidade (86.89km/h) em ZVC.
300;2;PR;14:53:36;Ocorrência de excesso de velocidade (87.12km/h) em ZVC.
300;2;PR;14:53:37;Ocorrência de excesso de velocidade (84.25km/h) em ZVC.
300;2;PR;14:53:38;Ocorrência de excesso de velocidade (83.25km/h) em ZVC.
300;2;PR;14:53:39;Ocorrência de excesso de velocidade (88.1km/h) em ZVC.
300;2;PR;14:53:40;Ocorrência de excesso de velocidade (89.77km/h) em ZVC.
300;2;PR;14:53:41;Ocorrência de excesso de velocidade (90.4km/h) em ZVC.
300;2;PR;14:53:42;Ocorrência de excesso de velocidade (91.61km/h) em ZVC.
300;2;PR;14:53:43;Ocorrência de excesso de velocidade (87.89km/h) em ZVC.
300;2;PR;14:53:44;Ocorrência de excesso de velocidade (83.35km/h) em ZVC.
300;2;PR;14:53:45;Ocorrência de excesso de velocidade (77.16km/h) em ZVC.
300;2;PR;14:53:46;Ocorrência de excesso de velocidade (72.29km/h) em ZVC.
300;2;PR;14:53:47;Ocorrência de excesso de velocidade (76.16km/h) em ZVC.
300;2;PR;14:53:48;Ocorrência de excesso de velocidade (82.89km/h) em ZVC.
300;2;PR;14:53:49;Ocorrência de excesso de velocidade (86.08km/h) em ZVC.
300;2;PR;14:53:50;Ocorrência de excesso de velocidade (87.32km/h) em ZVC.
300;2;PR;14:53:51;Ocorrência de excesso de velocidade (92.37km/h) em ZVC.
300;2;PR;14:53:52;Ocorrência de excesso de velocidade (93.34km/h) em ZVC.
300;2;PR;14:53:53;Ocorrência de excesso de velocidade (98.54km/h) em ZVC.
300;2;PR;14:53:54;Ocorrência de excesso de velocidade (99.16km/h) em ZVC.
300;2;PR;14:53:55;Ocorrência de excesso de velocidade (95.53km/h) em ZVC.
300;2;PR;14:53:56;Ocorrência de excesso de velocidade (95.05km/h) em ZVC.
300;2;PR;14:53:57;Ocorrência de excesso de velocidade (91.9km/h) em ZVC.
300;2;PR;14:53:58;Ocorrência de excesso de velocidade (87.79km/h) em ZVC.
300;2;PR;14:53:59;Ocorrência de excesso de velocidade (82.94km/h) em ZVC.
